Name,RA_2000_Deg,Dec_2000_Deg,Vmag
,20.14375,2.7530555555555556,6.23
,20.115833333333335,10.761111111111111,6.15
91,20.280833333333334,28.738055555555558,5.23
46Xi,20.585,45.528888888888886,4.88
,20.84,58.143055555555556,6.45
,20.654166666666665,1.726388888888889,6.2
43,20.645,-0.44972222222222225,6.49
,20.627083333333335,18.91861111111111,6.35
47,20.919166666666666,37.715,5.58
,20.90625,34.24583333333334,6.29
,20.85375,20.468888888888888,5.97
,21.44375,70.98,6.49
36Psi,21.483333333333334,68.13,4.74
,20.879166666666666,29.054444444444446,5.84
44,21.010416666666668,7.9925,6.21
45The,21.00583333333333,7.816666666666666,3.6
37Del,21.454166666666666,60.23527777777778,2.68
,21.085833333333333,5.085277777777778,5.91
,21.16583333333333,14.339722222222221,6.14
,21.202916666666667,1.1513888888888888,6.15
,21.39875,23.511666666666667,6.18
,21.17,40.5075,5.42
,21.5775,43.45777777777778,5.96
,21.53625,34.57972222222222,6.31
,21.174583333333334,43.47166666666667,6.26
46,21.405,13.40111111111111,4.9
93Rho,21.56375,19.172222222222224,5.38
94,21.67375,19.240277777777777,5.5
,21.775833333333335,34.3775,6.27
,21.61375,-0.39861111111111114,6.41
48Ome,21.914166666666667,45.406666666666666,4.83
,21.860833333333332,41.10055555555556,6.46
,21.722916666666666,3.5352777777777775,6.58
,21.272083333333335,63.63055555555555,5.93
47,21.715,12.943333333333333,5.66
,21.945833333333333,40.33555555555556,6.6
,21.742083333333333,31.456944444444442,5.79
1Alp,37.95291666666667,89.26416666666667,2.02
,21.944166666666668,9.098333333333333,6.13
,22.095416666666665,7.961388888888889,6.2
38,22.8075,70.26472222222222,5.81
,22.717916666666667,66.09805555555555,6.14
Gam,22.09125,42.681666666666665,3.41
49,22.525833333333335,47.007222222222225,5.27
,22.180416666666666,32.23638888888889,6.58
97,22.470416666666665,18.355555555555558,6.02
48,22.40041666666667,20.370555555555555,5.12
98Mu,22.54625,6.143888888888889,4.84
,22.376666666666665,45.243611111111115,6.31
,22.595416666666665,25.79222222222222,5.93
99Eta,22.870833333333334,15.345833333333333,3.62
,23.031666666666666,34.8,6.39
,23.3575,58.3275,5.7
Del,22.812916666666666,48.92722222222222,3.95
,22.930416666666666,29.716666666666665,5.82
39Chi,23.482916666666668,59.231944444444444,4.71
,22.912916666666668,44.42444444444444,6.17
,23.264583333333334,8.985277777777778,6.59
,23.233333333333334,35.13472222222222,5.51
,23.569166666666668,37.23722222222222,5.88
,23.15125,48.27222222222222,6.28
,23.42875,6.974722222222223,5.76
,24.34375,74.30083333333333,6.58
,23.704583333333332,18.460555555555555,5.89
49,23.6575,14.32388888888889,5.63
,23.96875,41.07638888888889,6.38
,23.71125,30.107777777777777,6.12
,24.113333333333333,48.72277777777778,5.92
101,23.94333333333333,14.661388888888888,6.22
40,24.62875,73.03999999999999,5.28
,23.97833333333333,17.433611111111112,5.8
50Ups,24.199166666666667,41.40555555555555,4.09
50,23.995833333333334,14.599722222222223,5.42
,23.813333333333333,57.86055555555556,6.01
,24.531666666666666,57.9775,5.56
Tau,24.035,28.0925,5.69
102Pi,24.274583333333332,12.141666666666666,5.57
51,24.498333333333335,48.62833333333333,3.57
,24.632083333333334,45.4,6.36
,24.407083333333333,8.59611111111111,6.24
,23.413333333333334,77.49527777777777,6.11
,24.186666666666667,57.729166666666664,6.18
52Chi,24.8375,44.38611111111111,4.98
,25.054583333333333,53.86833333333333,6.39
,24.614166666666666,35.47166666666667,5.94
Alp,24.42875,56.763333333333335,0.46
,24.715833333333332,20.724722222222223,5.58
,24.708333333333332,24.978055555555557,6.7
105,24.92,16.40583333333333,5.97
,25.16583333333333,43.297777777777775,5.61
53Tau,25.145,40.57694444444445,4.94
43,25.585416666666667,68.04305555555555,5.59
,24.700833333333332,52.56111111111112,6.84
42,25.732916666666668,70.62249999999999,5.18
,25.5125,61.038333333333334,6.71
,25.574166666666667,58.62777777777778,6.37
,25.446666666666665,42.61361111111111,4.95
,25.326666666666668,25.745833333333334,6.17
,25.413333333333334,30.047222222222224,5.99
,24.9475,55.801944444444445,5.87
,24.949166666666667,55.80527777777778,5.76
,25.743333333333332,61.42166666666667,6.34
106Nu,25.357916666666668,5.4875,4.44
,25.514583333333334,35.245555555555555,5.64
44,25.832083333333333,60.551111111111105,5.78
,25.43625,10.675277777777778,5.75
107,25.624166666666667,20.26861111111111,5.24
,25.36375,37.86694444444444,6.17
,25.81875,45.32222222222222,6.34
Phi,25.915,50.68861111111111,4.07
Pi,25.535833333333333,31.673055555555557,5.25
,25.5125,35.1675,5.72
,26.074583333333333,57.53638888888889,6.21
,25.68125,2.309722222222222,4.99
,25.42125,49.961111111111116,6.64
,26.192083333333333,57.08916666666667,6.25
,25.958333333333332,32.19166666666666,6.34
,26.110416666666666,46.13972222222222,6.35
,25.45,59.21055555555556,5.71
,25.622083333333332,52.25944444444444,5.52
,25.97833333333333,3.2344444444444442,6.19
109,26.2325,20.083055555555557,6.27
52Tau,26.017083333333332,14.0625,3.5
110Omi,26.348333333333333,9.157777777777778,4.26
,26.936666666666667,63.852222222222224,5.63
,24.481666666666666,81.02499999999999,5.87
,26.497083333333332,4.266666666666667,5.34
Eps,26.411666666666665,24.947499999999998,5.31
,26.647083333333335,17.413055555555555,6.55
Tau,25.33875,78.85166666666666,6.33
,26.504166666666666,26.650833333333335,6.39
,26.95,46.22972222222222,6.32
,26.524166666666666,49.18361111111111,5.49
,26.52625,52.47805555555556,5.04
,27.16208333333333,37.95277777777778,5.94
4,27.045416666666668,16.955555555555556,5.84
,27.173333333333332,32.69027777777777,5.79
,26.82,40.24,6.18
,24.366666666666667,83.23027777777777,5.69
,27.315416666666668,47.89694444444444,5.82
,27.108333333333334,3.6855555555555557,5.91
,26.949166666666667,36.84027777777778,6.32
,27.737916666666667,51.93333333333333,5.9
1,27.535416666666666,22.275277777777777,5.86
53Chi,27.39625,9.313611111111111,4.67
,27.33125,30.927222222222223,6.34
1,27.997083333333332,55.1475,5.52
,27.716666666666665,11.043333333333333,5.94
,27.453333333333333,37.596111111111114,6.37
2,28.039166666666667,50.79277777777778,5.79
,27.58416666666667,46.18361111111111,6.14
,28.211666666666666,51.474722222222226,6.26
55Zet,27.865,9.665,3.73
,28.452083333333334,55.59805555555556,6.45
,27.727083333333333,49.79388888888889,5.94
45Eps,28.59875,63.669999999999995,3.38
55,28.32208333333333,40.72972222222222,5.4
2Alp,28.270416666666666,29.578888888888887,3.41
5Gam,28.3825,19.295833333333334,4.83
5Gam,28.3825,19.29361111111111,4.75
,28.217083333333335,15.070833333333335,5.8
46Ome,29.0,68.68527777777778,4.99
111Xi,28.38875,3.1875,4.62
Tau,26.94375,79.82333333333332,6.06
,28.724166666666665,40.70194444444445,6.24
,28.739583333333332,37.12833333333333,6.26
6Bet,28.66,20.808055555555555,2.64
,28.346666666666668,37.405277777777776,6.1
Psi,28.411666666666665,45.697500000000005,4.41
,28.976666666666667,37.27777777777778,5.89
56,29.03875,37.251666666666665,5.67
Phi,28.591666666666665,41.503055555555555,5.11
7,28.9625,23.577222222222222,5.74
,28.974166666666665,1.8497222222222223,6.01
,29.63875,61.698055555555555,6.02
,29.485,41.69444444444444,6.78
8Iot,29.33791666666667,17.8175,5.1
,29.4325,27.804444444444446,5.82
56,29.1675,21.473055555555558,4.85
Chi,28.989583333333332,50.39111111111111,3.7
,29.908333333333335,64.62138888888889,5.26
3,29.64,49.20416666666667,5.69
9Lam,29.482083333333332,23.59611111111111,4.79
Eta,28.73375,66.35277777777777,4.69
,28.94333333333333,59.13861111111111,6.06
,30.738333333333333,77.91638888888889,6.04
,29.250416666666666,50.23388888888889,6.1
,29.291666666666668,46.615,4.83
48,30.489166666666666,70.90694444444445,4.54
,29.61125,32.93333333333333,6.35
,29.89875,21.058333333333334,5.87
,29.857916666666668,12.294722222222221,6.09
,30.79375,73.85055555555554,6.23
50,30.85875,72.4213888888889,3.98
47,31.280833333333334,77.28138888888888,5.38
112,30.038333333333334,3.0972222222222223,5.88
57,29.942083333333333,19.175555555555555,5.41
,29.473333333333333,64.57527777777777,6.37
59Ups,30.00125,20.92222222222222,4.0
52,30.719583333333333,64.90138888888889,6.0
,30.112083333333334,7.476388888888889,5.51
,29.911666666666665,41.96944444444445,5.57
53,30.75125,64.39,5.58
4,30.575416666666666,54.487500000000004,5.04
Alp,29.6925,60.430277777777775,2.86
49,31.38,76.115,5.22
Sig,28.960416666666667,77.65166666666667,6.16
Pi,30.31125,29.998333333333335,5.35
113Alp,30.511666666666667,2.763611111111111,5.23
113Alp,30.511666666666667,2.763611111111111,4.33
,32.35541666666666,81.29583333333333,6.05
,31.167083333333334,65.10333333333332,6.52
3Eps,30.741666666666667,33.28388888888889,5.5
,29.92125,65.93361111111112,6.1
,30.64666666666667,13.476666666666667,5.94
Chi,30.426666666666666,43.28638888888889,5.14
57Gam,30.975,42.32972222222222,2.26
57Gam,30.977916666666665,42.33083333333334,4.84
10,30.91375,25.935555555555556,5.63
,30.617083333333333,28.335,6.42
60,30.79875,0.12833333333333333,5.43
,30.74416666666667,14.694166666666666,5.86
,30.9275,18.253333333333334,6.21
61,30.950833333333332,-0.34027777777777773,5.93
,30.91875,3.8963888888888887,5.62
Nu,31.1225,28.703055555555554,4.69
12Kap,31.64125,22.648333333333333,5.03
,31.55125,8.247499999999999,6.31
11,31.705,25.704722222222223,6.15
,31.622083333333332,0.034999999999999996,6.28
13Alp,31.793333333333333,23.4625,2.0
,32.16875,58.42361111111111,5.67
,32.14,44.45944444444445,6.42
58,32.122083333333336,37.85916666666667,4.82
,32.5325,53.84305555555556,6.31
4Bet,32.38583333333333,34.98722222222222,3.0
14,32.35541666666666,25.939722222222223,4.98
,32.34625,17.224444444444444,6.43
,32.190416666666664,16.220555555555556,6.1
,33.33833333333333,74.02777777777777,6.29
5,32.87083333333333,57.645833333333336,6.36
59,32.72,39.03944444444444,5.63
59,32.72375,39.043055555555554,6.1
,32.395,23.65416666666667,6.48
15,32.656666666666666,19.50027777777778,5.7
,32.28875,42.483333333333334,5.85
16,32.8,25.936944444444446,6.02
5,32.854166666666664,31.52638888888889,6.23
64,32.837916666666665,8.569722222222222,5.63
,32.52041666666667,42.184444444444445,6.32
,32.60666666666667,49.175555555555555,6.12
,32.8425,9.947777777777777,6.01
63,32.899166666666666,0.17472222222222222,5.93
55,33.62125,66.52444444444444,6.07
,33.422916666666666,58.56111111111111,6.44
6,33.09291666666667,30.303055555555556,4.94
60,33.305416666666666,44.23166666666667,4.83
,33.15625,24.16777777777778,5.96
,33.40125,51.06583333333333,5.31
17Eta,33.20041666666667,21.210833333333333,5.27
,33.51083333333333,47.48416666666667,6.06
19,33.26375,15.279722222222222,5.71
65Xi,33.25,8.846666666666668,4.37
66,33.197916666666664,1.6063888888888889,5.54
,33.25375,20.99972222222222,5.86
Mu,33.22708333333333,29.276111111111113,5.28
,33.99125,47.811388888888885,6.33
,34.21541666666667,57.055277777777775,6.48
7,33.98416666666667,33.35888888888889,5.28
20,33.94166666666667,25.783055555555556,5.79
21,33.928333333333335,25.043055555555558,5.58
,33.867916666666666,8.534444444444444,6.55
,33.63333333333333,40.833333333333336,5.91
8Del,34.263333333333335,34.22416666666667,4.87
8,34.499583333333334,57.89972222222222,5.75
7,34.51875,57.516666666666666,5.98
,34.38916666666667,44.30694444444444,6.7
9Gam,34.32875,33.84722222222222,4.01
,34.29333333333334,23.767777777777777,6.55
67,34.24583333333333,5.5777777777777775,5.51
Pi,33.56125,66.15833333333333,5.55
,35.05375,64.33722222222222,6.6
22The,34.53125,19.90111111111111,5.62
62,34.82,47.38,5.3
,34.79541666666667,46.472500000000004,6.21
,34.505833333333335,1.7577777777777779,5.58
,34.84458333333333,48.95527777777778,6.37
Phi,34.1275,50.48777777777778,3.56
10,34.7375,28.6425,5.03
,34.74166666666667,23.16777777777778,6.46
,34.90541666666667,39.835,6.63
Pi,33.86875,66.25361111111111,5.69
,35.1725,47.31083333333333,6.11
